Epoch,Generator Loss,Discriminator Loss
260,-0.37036117911338806,0.1799042522907257
261,-0.13731011748313904,0.05190965533256531
262,-0.5162634253501892,-0.04500073194503784
263,-0.14474591612815857,-0.09955990314483643
264,-0.48294854164123535,0.1913137435913086
265,-0.31181687116622925,-0.27631109952926636
266,-0.003770551411435008,-0.0011614114046096802
267,-0.7442883253097534,0.2661151885986328
268,-0.43991631269454956,-0.48446327447891235
269,-0.41927504539489746,-0.02749916911125183
270,-0.2943268418312073,-0.12611056864261627
271,-0.51692795753479,0.08124583959579468
272,-0.4379202127456665,-0.0452522337436676
273,-0.3555908501148224,-0.3038182258605957
274,-0.3390103280544281,-0.1904391348361969
275,-0.6355754733085632,0.16384285688400269
276,-0.3785105049610138,-0.08180779218673706
277,-0.3067508637905121,-0.05519956350326538
278,-0.5922902822494507,-0.13402646780014038
279,-0.18932822346687317,-0.1686502993106842
280,-0.8836206793785095,-0.31683579087257385
281,-0.5577359795570374,0.006453752517700195
282,-0.6741552352905273,0.12868040800094604
283,-0.6191179156303406,-0.12192976474761963
284,-0.8546542525291443,0.31387239694595337
285,-0.4980388581752777,-0.14222073554992676
286,-0.06126054748892784,-0.048659369349479675
287,-0.6364147663116455,0.05837899446487427
288,-0.6432097554206848,-0.21173396706581116
289,-0.7228888869285583,-0.34444302320480347
290,-0.7324610948562622,-0.1080680787563324
291,-0.36244192719459534,-0.2719826102256775
292,-0.6853924989700317,-0.06568104028701782
293,-0.4480201005935669,0.043171852827072144
294,-0.6940749287605286,0.09007060527801514
295,-0.21801725029945374,0.1168261468410492
296,-0.3916868269443512,-0.08110657334327698
297,-0.30124610662460327,0.13291436433792114
298,-0.10935508459806442,0.0471588671207428
299,-0.2651464343070984,-0.11063170433044434
